GISJOIN,YEAR,ANRCA,RES_ONLYA,TRUSTA,AIANHHA,RES_TRSTA,BLCK_GRPA,TRACTA,CDA,C_CITYA,COUNTY,COUNTYA,CTY_SUBA,DIVISIONA,MSA_CMSAA,PLACEA,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,ZIPA,CD103A,ANPSADPI,E4T001,E4T002,E4T003,E4T004,E4T005,E4T006,E4T007,E4T008,E4T009,E4T010,E4T011,E4T012,E4T013,E4T014,E4T015,E4T016,E4T017,E4T018,E4T019,E4T020,E4T021,E4T022,E4T023,E4T024,E4T025
"G130291099026","1990",,,,,,"6","9902",,,"Union","291",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 6",41,74,15,30,14,8,39,22,21,26,44,10,12,12,8,1,15,7,13,0,31,2,0,0,2
"G130291099027","1990",,,,,,"7","9902",,,"Union","291",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 7",40,58,0,15,39,20,18,15,20,36,17,10,19,12,16,10,0,0,21,0,17,19,0,0,15
"G130291099031","1990",,,,,,"1","9903",,,"Union","291",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",28,94,16,7,6,10,0,18,16,25,16,12,14,8,0,0,7,0,0,0,8,0,0,0,0
"G130293099011","1990",,,,,,"1","9901",,,"Upson","293",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",39,56,27,22,33,21,27,18,37,28,31,32,14,43,40,14,2,6,15,4,17,20,12,0,8
"G130293099012","1990",,,,,,"2","9901",,,"Upson","293",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",44,30,22,6,22,4,35,10,0,15,34,9,13,8,9,3,20,10,2,23,31,21,0,1,0
"G130293099021","1990",,,,,,"1","9902",,,"Upson","293",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",0,58,41,15,26,10,26,33,26,0,25,22,22,15,43,15,24,16,28,15,9,6,0,9,0
"G130293099022","1990",,,,,,"2","9902",,,"Upson","293",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",42,73,57,10,35,7,18,42,55,10,14,45,10,18,31,34,7,7,0,20,0,0,0,10,0
"G130293099023","1990",,,,,,"3","9902",,,"Upson","293",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",14,41,22,37,27,31,17,37,0,25,18,29,12,0,19,23,0,0,22,32,23,27,13,0,0
"G130293099024","1990",,,,,,"4","9902",,,"Upson","293",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 4",23,121,30,47,27,9,35,27,28,0,61,55,42,0,19,0,38,20,18,17,30,8,0,6,0
"G130293099025","1990",,,,,,"5","9902",,,"Upson","293",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 5",66,101,18,0,22,27,14,20,25,27,45,16,0,29,28,19,10,7,14,14,16,0,0,0,0
"G130293099031","1990",,,,,,"1","9903",,,"Upson","293",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",47,66,19,11,33,34,21,23,13,13,37,8,30,6,34,12,10,8,13,0,18,0,0,0,0
"G130293099032","1990",,,,,,"2","9903",,,"Upson","293",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",19,44,63,7,60,38,34,18,56,43,32,21,34,0,35,17,0,27,11,0,17,17,0,0,7
"G130293099041","1990",,,,,,"1","9904",,,"Upson","293",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",34,55,12,29,57,32,49,10,17,7,43,23,32,28,45,9,10,0,0,0,0,20,0,0,0
"G130293099042","1990",,,,,,"2","9904",,,"Upson","293",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",0,39,44,10,30,0,27,36,35,10,0,19,10,13,22,0,6,0,30,10,35,31,32,10,29
"G130293099043","1990",,,,,,"3","9904",,,"Upson","293",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",44,27,24,45,20,12,0,10,12,23,5,10,17,17,23,7,0,6,0,6,73,28,8,0,0
"G130293099044","1990",,,,,,"4","9904",,,"Upson","293",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 4",54,73,46,29,22,49,15,7,34,0,30,0,9,7,6,0,7,0,9,7,0,0,0,0,0
"G130293099045","1990",,,,,,"5","9904",,,"Upson","293",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 5",16,25,15,9,8,18,46,20,13,23,8,0,22,29,9,13,19,0,69,15,0,0,0,0,0
"G130293099046","1990",,,,,,"6","9904",,,"Upson","293",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 6",44,85,27,18,31,20,7,20,40,13,7,27,0,7,7,7,0,7,10,8,16,8,0,0,0
"G130293099051","1990",,,,,,"1","9905",,,"Upson","293",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",19,48,20,15,34,17,14,14,0,7,0,30,25,0,0,16,8,13,12,17,0,0,7,0,0
"G130293099052","1990",,,,,,"2","9905",,,"Upson","293",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",30,92,39,33,5,28,12,0,5,11,7,0,0,9,0,7,13,0,0,24,14,0,0,0,0
"G130293099053","1990",,,,,,"3","9905",,,"Upson","293",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",39,65,8,37,32,17,0,30,0,40,0,14,22,8,28,0,0,0,6,0,0,0,0,0,0
"G130293099054","1990",,,,,,"4","9905",,,"Upson","293",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 4",76,39,50,21,49,31,21,26,60,27,26,7,9,19,8,22,10,0,8,13,0,0,0,0,0
"G130293099055","1990",,,,,,"5","9905",,,"Upson","293",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 5",107,116,68,24,51,49,22,26,14,0,26,13,11,27,25,8,6,0,0,0,6,5,0,0,0
"G130293099061","1990",,,,,,"1","9906",,,"Upson","293",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",19,16,19,21,61,16,16,5,19,15,0,10,0,15,18,0,0,0,0,0,0,0,0,0,0
"G130293099062","1990",,,,,,"2","9906",,,"Upson","293",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",53,24,14,21,0,5,4,9,0,14,11,21,21,13,0,6,6,0,5,0,8,7,0,0,0
"G130295002011","1990",,,,,,"1","0201",,,"Walker","295",,"5","1560",,"9999","3","Georgia","13",,,,,"BG 1",29,43,32,33,18,29,16,28,19,11,23,0,42,19,10,30,10,0,0,13,21,0,0,0,0
"G130295002012","1990",,,,,,"2","0201",,,"Walker","295",,"5","1560",,"9999","3","Georgia","13",,,,,"BG 2",38,30,25,8,21,17,18,24,19,26,6,18,18,11,17,17,0,8,9,10,8,0,0,0,0
"G130295002013","1990",,,,,,"3","0201",,,"Walker","295",,"5","1560",,"9999","3","Georgia","13",,,,,"BG 3",45,52,28,35,59,9,21,17,35,52,45,45,42,12,0,11,0,18,23,8,5,5,0,0,0
"G130295002014","1990",,,,,,"4","0201",,,"Walker","295",,"5","1560",,"9999","3","Georgia","13",,,,,"BG 4",61,102,9,21,11,14,34,0,8,10,12,0,0,0,30,0,0,0,0,0,10,0,0,0,0
"G130295002015","1990",,,,,,"5","0201",,,"Walker","295",,"5","1560",,"9999","3","Georgia","13",,,,,"BG 5",0,42,21,0,22,0,29,10,0,9,20,12,9,33,11,0,14,0,24,0,0,0,0,13,0
"G130295002016","1990",,,,,,"6","0201",,,"Walker","295",,"5","1560",,"9999","3","Georgia","13",,,,,"BG 6",8,61,32,8,31,46,22,21,12,29,28,13,0,20,15,11,11,13,18,10,22,8,0,0,0
"G130295002017","1990",,,,,,"7","0201",,,"Walker","295",,"5","1560",,"9999","3","Georgia","13",,,,,"BG 7",15,40,0,19,8,9,10,5,27,13,17,14,0,20,0,0,0,0,15,0,5,0,0,0,0
"G130295002021","1990",,,,,,"1","0202",,,"Walker","295",,"5","1560",,"9999","3","Georgia","13",,,,,"BG 1",114,155,64,63,59,60,65,22,39,57,61,31,23,44,42,28,6,8,35,19,8,27,15,0,5
"G130295002022","1990",,,,,,"2","0202",,,"Walker","295",,"5","1560",,"9999","3","Georgia","13",,,,,"BG 2",78,101,48,39,41,39,34,26,28,16,23,20,11,0,22,6,4,7,9,0,15,0,0,0,0
"G130295002031","1990",,,,,,"1","0203",,,"Walker","295",,"5","1560",,"9999","3","Georgia","13",,,,,"BG 1",68,65,72,36,25,10,71,8,24,37,35,11,14,21,9,10,0,0,10,11,3,9,0,0,0
"G130295002032","1990",,,,,,"2","0203",,,"Walker","295",,"5","1560",,"9999","3","Georgia","13",,,,,"BG 2",35,57,38,34,0,16,27,34,17,36,15,24,0,21,12,16,0,10,18,0,9,0,0,0,0
"G130295002033","1990",,,,,,"3","0203",,,"Walker","295",,"5","1560",,"9999","3","Georgia","13",,,,,"BG 3",63,38,46,6,10,8,10,16,8,0,0,31,10,24,0,9,9,0,12,0,0,9,0,0,0
"G130295002034","1990",,,,,,"4","0203",,,"Walker","295",,"5","1560",,"9999","3","Georgia","13",,,,,"BG 4",23,11,4,0,9,28,14,9,0,8,7,0,0,0,9,0,0,0,0,0,7,6,0,0,0
"G130295002035","1990",,,,,,"5","0203",,,"Walker","295",,"5","1560",,"9999","3","Georgia","13",,,,,"BG 5",62,138,20,53,33,30,82,20,65,30,24,44,48,31,27,43,28,21,20,0,73,30,0,0,0
"G130295002036","1990",,,,,,"6","0203",,,"Walker","295",,"5","1560",,"9999","3","Georgia","13",,,,,"BG 6",20,0,23,15,7,7,8,0,36,0,8,7,16,0,18,7,26,16,24,16,0,14,0,0,0
"G130295002037","1990",,,,,,"7","0203",,,"Walker","295",,"5","1560",,"9999","3","Georgia","13",,,,,"BG 7",0,30,10,20,18,26,33,35,32,8,37,0,0,0,32,18,7,0,7,19,26,17,0,0,0
"G130295002038","1990",,,,,,"8","0203",,,"Walker","295",,"5","1560",,"9999","3","Georgia","13",,,,,"BG 8",36,54,9,32,44,31,28,13,13,7,12,0,0,22,35,23,0,10,7,9,9,17,0,0,0
"G130295002039","1990",,,,,,"9","0203",,,"Walker","295",,"5","1560",,"9999","3","Georgia","13",,,,,"BG 9",0,20,10,33,0,19,37,0,27,13,12,12,9,7,12,7,9,8,33,7,40,8,0,0,0
"G13029500204981","1990",,,,,,"1","020498",,,"Walker","295",,"5","1560",,"9999","3","Georgia","13",,,,,"BG 1",11,2,11,4,12,8,10,9,7,6,11,10,8,6,4,2,12,4,22,11,20,27,23,11,40
"G13029500204982","1990",,,,,,"2","020498",,,"Walker","295",,"5","1560",,"9999","3","Georgia","13",,,,,"BG 2",7,15,8,2,10,9,18,6,5,5,23,11,9,10,16,6,6,8,11,22,36,37,12,6,16
"G13029500204983","1990",,,,,,"3","020498",,,"Walker","295",,"5","1560",,"9999","3","Georgia","13",,,,,"BG 3",62,58,27,17,24,37,7,15,45,55,6,8,21,6,0,13,6,6,5,0,17,0,0,0,0
"G130295002051","1990",,,,,,"1","0205",,,"Walker","295",,"5","1560",,"9999","3","Georgia","13",,,,,"BG 1",26,52,25,17,8,0,9,8,12,15,25,10,8,14,23,8,0,8,0,0,17,0,0,0,0
"G130295002052","1990",,,,,,"2","0205",,,"Walker","295",,"5","1560",,"9999","3","Georgia","13",,,,,"BG 2",47,136,19,56,93,63,55,38,44,14,41,48,62,35,63,41,34,13,38,37,48,12,8,0,6
"G130295002053","1990",,,,,,"3","0205",,,"Walker","295",,"5","1560",,"9999","3","Georgia","13",,,,,"BG 3",24,123,32,34,85,61,64,16,47,38,53,44,67,7,25,13,30,16,21,22,62,13,5,9,0
"G130295002054","1990",,,,,,"4","0205",,,"Walker","295",,"5","1560",,"9999","3","Georgia","13",,,,,"BG 4",55,153,54,58,44,28,63,41,39,31,42,56,38,25,91,60,19,23,40,52,28,13,0,0,2
"G130295002055","1990",,,,,,"5","0205",,,"Walker","295",,"5","1560",,"9999","3","Georgia","13",,,,,"BG 5",16,28,25,22,27,34,38,24,30,51,38,45,14,32,32,16,9,8,25,23,48,24,0,0,0
"G130295002056","1990",,,,,,"6","0205",,,"Walker","295",,"5","1560",,"9999","3","Georgia","13",,,,,"BG 6",18,30,9,21,9,0,10,50,33,30,16,19,20,24,30,9,18,19,29,0,0,10,0,0,0
"G13029500206011","1990",,,,,,"1","020601",,,"Walker","295",,"5","1560",,"9999","3","Georgia","13",,,,,"BG 1",23,83,24,27,40,18,45,29,30,11,67,22,20,18,31,18,22,15,17,25,11,21,0,0,0
"G13029500206012","1990",,,,,,"2","020601",,,"Walker","295",,"5","1560",,"9999","3","Georgia","13",,,,,"BG 2",13,23,18,19,4,21,0,12,13,26,22,30,13,31,0,35,14,6,11,25,21,15,0,6,0
"G13029500206013","1990",,,,,,"3","020601",,,"Walker","295",,"5","1560",,"9999","3","Georgia","13",,,,,"BG 3",5,48,10,19,41,0,38,11,12,28,26,29,19,4,18,10,8,17,4,26,46,0,0,0,0
"G13029500206021","1990",,,,,,"1","020602",,,"Walker","295",,"5","1560",,"9999","3","Georgia","13",,,,,"BG 1",19,80,26,15,25,19,32,17,21,37,12,19,8,17,23,0,14,20,6,61,6,7,0,0,0
"G13029500206022","1990",,,,,,"2","020602",,,"Walker","295",,"5","1560",,"9999","3","Georgia","13",,,,,"BG 2",32,29,6,33,17,22,43,6,5,7,15,10,45,0,10,18,6,0,17,12,50,5,13,0,0
"G13029500206023","1990",,,,,,"3","020602",,,"Walker","295",,"5","1560",,"9999","3","Georgia","13",,,,,"BG 3",6,7,14,11,16,9,5,6,4,9,21,6,5,10,0,0,0,0,0,0,0,0,0,0,0
"G130295002071","1990",,,,,,"1","0207",,,"Walker","295",,"5","1560",,"9999","3","Georgia","13",,,,,"BG 1",30,81,10,25,48,18,38,72,17,0,15,31,9,23,0,9,49,0,0,17,59,20,0,0,0
"G130295002072","1990",,,,,,"2","0207",,,"Walker","295",,"5","1560",,"9999","3","Georgia","13",,,,,"BG 2",53,57,14,42,25,18,7,11,43,14,33,21,23,8,22,0,15,11,5,0,35,8,0,0,12
"G130295002073","1990",,,,,,"3","0207",,,"Walker","295",,"5","1560",,"9999","3","Georgia","13",,,,,"BG 3",141,60,27,0,50,9,26,0,36,0,5,9,19,0,0,0,0,0,0,0,0,0,0,0,0
"G130295002074","1990",,,,,,"4","0207",,,"Walker","295",,"5","1560",,"9999","3","Georgia","13",,,,,"BG 4",112,63,11,52,20,25,28,12,0,0,3,0,5,0,0,2,0,0,0,14,9,0,0,0,0
"G130295002075","1990",,,,,,"5","0207",,,"Walker","295",,"5","1560",,"9999","3","Georgia","13",,,,,"BG 5",43,111,41,36,65,35,26,25,50,55,17,31,35,0,27,25,6,0,18,29,7,0,0,0,0
"G130295002076","1990",,,,,,"6","0207",,,"Walker","295",,"5","1560",,"9999","3","Georgia","13",,,,,"BG 6",39,28,27,38,27,0,28,13,52,24,0,0,9,0,12,20,0,0,21,8,6,18,0,0,0
"G130295002081","1990",,,,,,"1","0208",,,"Walker","295",,"5","1560",,"9999","3","Georgia","13",,,,,"BG 1",0,47,26,25,31,24,17,0,22,0,33,17,6,4,0,0,22,0,6,10,11,6,0,7,0
"G130295002082","1990",,,,,,"2","0208",,,"Walker","295",,"5","1560",,"9999","3","Georgia","13",,,,,"BG 2",46,73,5,21,10,34,4,15,4,9,0,24,6,6,25,19,6,0,8,6,4,0,0,4,6
"G130295002083","1990",,,,,,"3","0208",,,"Walker","295",,"5","1560",,"9999","3","Georgia","13",,,,,"BG 3",0,21,9,22,6,38,6,34,27,23,11,24,10,0,15,0,11,0,9,0,0,7,0,0,0
"G130295002084","1990",,,,,,"4","0208",,,"Walker","295",,"5","1560",,"9999","3","Georgia","13",,,,,"BG 4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G13029500209011","1990",,,,,,"1","020901",,,"Walker","295",,"5","1560",,"9999","3","Georgia","13",,,,,"BG 1",36,60,30,43,35,7,42,47,45,47,27,11,54,34,0,12,20,23,0,15,11,0,0,0,8
"G13029500209012","1990",,,,,,"2","020901",,,"Walker","295",,"5","1560",,"9999","3","Georgia","13",,,,,"BG 2",43,27,30,23,14,19,7,9,40,6,26,20,16,5,0,5,18,0,24,0,11,0,0,0,0
"G13029500209013","1990",,,,,,"3","020901",,,"Walker","295",,"5","1560",,"9999","3","Georgia","13",,,,,"BG 3",13,17,19,0,0,10,0,0,8,7,9,5,0,7,6,0,7,0,14,0,0,0,0,0,0
"G13029500209014","1990",,,,,,"4","020901",,,"Walker","295",,"5","1560",,"9999","3","Georgia","13",,,,,"BG 4",0,0,0,0,0,12,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G13029500209015","1990",,,,,,"5","020901",,,"Walker","295",,"5","1560",,"9999","3","Georgia","13",,,,,"BG 5",22,39,19,30,31,0,20,0,0,11,31,9,23,16,5,0,13,16,11,8,0,0,0,0,0
"G13029500209016","1990",,,,,,"6","020901",,,"Walker","295",,"5","1560",,"9999","3","Georgia","13",,,,,"BG 6",15,20,22,5,21,13,8,7,16,7,15,0,0,6,0,6,0,9,6,0,15,0,0,9,0
"G13029500209021","1990",,,,,,"1","020902",,,"Walker","295",,"5","1560",,"9999","3","Georgia","13",,,,,"BG 1",15,21,12,16,36,14,5,13,0,5,18,12,19,5,8,19,14,10,11,8,5,0,0,0,0
"G13029500209022","1990",,,,,,"2","020902",,,"Walker","295",,"5","1560",,"9999","3","Georgia","13",,,,,"BG 2",35,42,12,0,7,28,21,23,19,6,37,7,5,20,7,21,11,0,0,0,14,7,0,0,0
"G130297011011","1990",,,,,,"1","1101",,,"Walton","297",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",52,13,28,14,39,36,33,0,32,68,25,7,9,15,8,25,20,0,30,20,5,7,18,7,0
"G130297011012","1990",,,,,,"2","1101",,,"Walton","297",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",29,38,11,23,13,37,23,18,15,6,39,30,5,29,20,28,18,0,18,22,49,19,0,6,9
"G130297011021","1990",,,,,,"1","1102",,,"Walton","297",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",27,52,0,6,32,7,18,13,13,0,13,6,27,0,0,18,11,16,14,15,33,8,10,12,0
"G130297011022","1990",,,,,,"2","1102",,,"Walton","297",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",20,57,10,8,0,2,28,23,34,13,24,8,11,11,6,7,10,14,10,9,20,11,0,0,0
"G130297011023","1990",,,,,,"3","1102",,,"Walton","297",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",13,21,6,0,0,0,8,7,0,0,19,6,18,6,6,10,7,0,0,6,0,0,5,0,0
"G130297011031","1990",,,,,,"1","1103",,,"Walton","297",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",55,94,29,20,36,59,33,21,9,26,34,14,45,12,20,0,6,0,25,32,42,26,0,0,8
"G130297011032","1990",,,,,,"2","1103",,,"Walton","297",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",122,121,59,0,29,70,24,8,26,25,43,0,14,0,9,27,15,8,0,18,0,8,0,0,0
"G130297011033","1990",,,,,,"3","1103",,,"Walton","297",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",142,94,35,17,10,12,30,15,10,31,17,12,8,9,9,8,10,0,32,27,26,23,0,0,0
"G130297011041","1990",,,,,,"1","1104",,,"Walton","297",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",23,37,23,25,19,34,43,6,38,6,27,35,44,0,27,4,11,20,20,28,37,12,16,0,0
"G130297011042","1990",,,,,,"2","1104",,,"Walton","297",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",197,185,41,40,65,73,81,19,18,29,29,20,33,40,17,26,8,12,4,40,23,18,6,6,0
"G130297011051","1990",,,,,,"1","1105",,,"Walton","297",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",54,83,20,66,104,71,45,94,111,21,91,108,58,30,66,31,79,30,108,72,49,60,0,0,20
"G130297011052","1990",,,,,,"2","1105",,,"Walton","297",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",50,85,17,9,18,28,51,50,53,0,20,19,36,38,29,17,37,28,111,29,107,40,9,0,0
"G130297011053","1990",,,,,,"3","1105",,,"Walton","297",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",18,15,33,21,25,0,31,14,45,75,77,27,35,35,74,54,36,26,62,0,56,18,17,0,8
"G130297011054","1990",,,,,,"4","1105",,,"Walton","297",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",5,7,6,0,5,0,0,3,2,3,0,0,3,2,2,0,0,0,21,2,7,13,3,0,0
"G130297011055","1990",,,,,,"5","1105",,,"Walton","297",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 5",8,0,10,0,0,0,0,0,0,0,21,0,0,0,0,0,8,0,0,0,0,19,0,0,0
"G130297011061","1990",,,,,,"1","1106",,,"Walton","297",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",31,47,45,13,37,64,28,45,33,87,40,21,36,42,73,55,100,12,49,75,87,45,19,8,0
"G130297011062","1990",,,,,,"2","1106",,,"Walton","297",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",47,71,43,26,34,49,56,57,52,23,53,26,26,23,32,38,22,8,56,42,38,36,3,0,21
"G130297011071","1990",,,,,,"1","1107",,,"Walton","297",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",57,115,53,48,25,63,30,67,74,36,34,27,21,16,64,14,20,16,16,0,20,25,7,0,0
"G130297011072","1990",,,,,,"2","1107",,,"Walton","297",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",5,28,31,5,30,28,17,27,28,14,23,19,0,6,21,15,18,19,19,17,23,58,22,0,12
"G130297011081","1990",,,,,,"1","1108",,,"Walton","297",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",85,45,67,16,20,17,42,36,47,41,47,24,25,16,18,11,12,22,55,33,30,26,0,0,14
"G130297011082","1990",,,,,,"2","1108",,,"Walton","297",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",22,99,22,15,41,22,0,30,19,51,16,34,26,18,0,17,41,0,39,0,27,9,18,16,0
"G130297011083","1990",,,,,,"3","1108",,,"Walton","297",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",0,19,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,15,0,7,7,0,0,0
"G130297011084","1990",,,,,,"4","1108",,,"Walton","297",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",7,30,6,7,9,8,7,0,25,0,0,0,0,6,0,0,8,0,0,0,9,0,0,0,0
"G130299095011","1990",,,,,,"1","9501",,,"Ware","299",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",80,37,41,18,20,20,18,29,21,36,33,6,6,5,6,12,0,0,18,19,34,0,0,0,0
"G130299095021","1990",,,,,,"1","9502",,,"Ware","299",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",30,39,8,18,45,22,8,8,21,27,12,9,14,0,0,18,8,21,16,24,23,10,0,0,0
"G130299095022","1990",,,,,,"2","9502",,,"Ware","299",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",22,19,30,16,0,15,16,34,25,15,5,7,23,16,18,25,24,13,0,13,8,9,0,0,0
"G130299095023","1990",,,,,,"3","9502",,,"Ware","299",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",20,44,41,9,44,19,28,54,30,62,41,34,26,16,0,8,0,0,19,14,9,17,0,8,0
"G130299095024","1990",,,,,,"4","9502",,,"Ware","299",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 4",21,32,5,13,28,16,19,13,17,5,17,11,10,7,19,0,6,0,14,0,0,0,0,0,0
"G130299095031","1990",,,,,,"1","9503",,,"Ware","299",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",25,49,12,14,0,7,25,0,38,34,0,0,20,15,31,30,0,0,27,14,5,7,0,0,0
"G130299095032","1990",,,,,,"2","9503",,,"Ware","299",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",37,54,42,28,35,0,6,9,12,23,24,14,11,7,0,0,10,14,18,0,11,6,0,6,0
"G130299095033","1990",,,,,,"3","9503",,,"Ware","299",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",82,54,24,15,13,14,7,9,0,8,0,0,13,0,16,6,0,0,5,0,12,0,6,0,0
"G130299095041","1990",,,,,,"1","9504",,,"Ware","299",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",116,100,12,0,0,10,0,0,11,11,0,8,0,0,0,10,0,0,9,0,0,0,0,0,0
"G130299095042","1990",,,,,,"2","9504",,,"Ware","299",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",116,90,41,20,27,8,15,0,18,0,8,8,0,8,0,0,0,0,0,8,8,0,0,0,0
"G130299095043","1990",,,,,,"3","9504",,,"Ware","299",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",147,116,41,0,8,25,0,0,0,0,9,0,6,0,8,0,0,0,0,0,0,8,0,0,0
"G130299095044","1990",,,,,,"4","9504",,,"Ware","299",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 4",19,40,23,38,27,18,4,10,0,14,12,12,0,0,15,0,0,0,6,10,6,0,0,0,0
"G130299095051","1990",,,,,,"1","9505",,,"Ware","299",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",19,20,64,22,8,13,18,38,42,17,14,23,7,7,9,14,8,9,25,32,40,19,9,6,7
"G130299095052","1990",,,,,,"2","9505",,,"Ware","299",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",9,8,31,36,26,62,39,9,51,18,8,27,18,12,9,0,6,9,16,7,26,9,0,0,0
"G130299095053","1990",,,,,,"3","9505",,,"Ware","299",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",18,40,9,0,0,12,12,12,22,17,9,27,20,0,26,21,0,11,0,0,0,0,0,0,0
"G130299095054","1990",,,,,,"4","9505",,,"Ware","299",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 4",50,23,42,18,17,31,62,18,0,17,10,0,26,0,44,16,10,0,19,6,8,0,0,0,0
"G130299095055","1990",,,,,,"5","9505",,,"Ware","299",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 5",20,46,26,28,48,14,30,27,41,0,11,8,7,9,0,10,27,28,15,0,0,0,0,0,0
"G130299095061","1990",,,,,,"1","9506",,,"Ware","299",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",8,7,0,26,8,17,7,36,27,7,29,20,30,31,16,19,37,27,20,42,44,17,38,7,14
"G130299095062","1990",,,,,,"2","9506",,,"Ware","299",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",38,88,25,25,10,29,8,9,10,20,17,31,22,0,10,0,29,9,8,42,18,31,11,0,10
"G130299095063","1990",,,,,,"3","9506",,,"Ware","299",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",30,9,9,9,16,9,15,20,0,8,27,20,23,8,22,11,0,0,8,0,12,19,17,0,0
"G130299095064","1990",,,,,,"4","9506",,,"Ware","299",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 4",10,32,0,9,0,9,0,39,35,27,7,9,0,30,0,9,0,0,0,22,43,9,9,0,27
"G130299095065","1990",,,,,,"5","9506",,,"Ware","299",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 5",21,38,0,0,11,24,30,8,22,20,40,0,11,26,23,17,0,8,0,7,8,8,0,0,0
"G130299095066","1990",,,,,,"6","9506",,,"Ware","299",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G130299095071","1990",,,,,,"1","9507",,,"Ware","299",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",65,37,8,14,10,8,0,11,0,5,12,0,0,7,0,0,0,0,0,0,0,0,0,0,0
